ReviewID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_classification,vader_classification,CourseId,Review,Label,detected_language,translated_review,translated_review_lower,translated_review_tokenized,translated_review_removed_stopwords,stemmed_translated_review,lemmatized_translated_review
130,0.0,0.233,0.767,0.765,0.0070829191245138645,0.018343787640333176,0.9745732545852661,1.0,1.0,3d-printing-revolution,Great course! Thank you!,5,en,Great course! Thank you!,great course thank you,"['great', 'course', 'thank', 'you']","['great', 'course', 'thank']","['great', 'cours', 'thank']","['great', 'course', 'thank']"
131,0.0,0.882,0.118,0.6801,0.002538119675591588,0.04101135954260826,0.9564505815505981,1.0,1.0,3d-printing-revolution,"Very helpful videos that really takes you into the real world of 3D printing. The interviews with the representatives from various industries in this course helped me understand the importance of 3D printing / additive manufacturing as a convenient tool, and also where to look for related resources.",5,en,"Very helpful videos that really takes you into the real world of 3D printing. The interviews with the representatives from various industries in this course helped me understand the importance of 3D printing / additive manufacturing as a convenient tool, and also where to look for related resources.",very helpful videos that really takes you into the real world of d printing the interviews with the representatives from various industries in this course helped me understand the importance of d printing  additive manufacturing as a convenient tool and also where to look for related resources,"['very', 'helpful', 'videos', 'that', 'really', 'takes', 'you', 'into', 'the', 'real', 'world', 'of', 'd', 'printing', 'the', 'interviews', 'with', 'the', 'representatives', 'from', 'various', 'industries', 'in', 'this', 'course', 'helped', 'me', 'understand', 'the', 'importance', 'of', 'd', 'printing', 'additive', 'manufacturing', 'as', 'a', 'convenient', 'tool', 'and', 'also', 'where', 'to', 'look', 'for', 'related', 'resources']","['helpful', 'videos', 'really', 'takes', 'real', 'world', 'printing', 'interviews', 'representatives', 'various', 'industries', 'course', 'helped', 'understand', 'importance', 'printing', 'additive', 'manufacturing', 'convenient', 'tool', 'also', 'look', 'related', 'resources']","['help', 'video', 'realli', 'take', 'real', 'world', 'print', 'interview', 'repres', 'variou', 'industri', 'cours', 'help', 'understand', 'import', 'print', 'addit', 'manufactur', 'conveni', 'tool', 'also', 'look', 'relat', 'resourc']","['helpful', 'video', 'really', 'take', 'real', 'world', 'printing', 'interview', 'representative', 'various', 'industry', 'course', 'help', 'understand', 'importance', 'printing', 'additive', 'manufacturing', 'convenient', 'tool', 'also', 'look', 'related', 'resource']"
132,0.0,0.402,0.598,0.8858,0.0048593794927001,0.014268459752202034,0.9808721542358398,1.0,1.0,3d-printing-revolution,Great intro! The videos were fantastic and instructors very engaging.,5,en,Great intro! The videos were fantastic and instructors very engaging.,great intro the videos were fantastic and instructors very engaging,"['great', 'intro', 'the', 'videos', 'were', 'fantastic', 'and', 'instructors', 'very', 'engaging']","['great', 'intro', 'videos', 'fantastic', 'instructors', 'engaging']","['great', 'intro', 'video', 'fantast', 'instructor', 'engag']","['great', 'intro', 'video', 'fantastic', 'instructor', 'engage']"
133,0.0,0.328,0.672,0.6249,0.012399572879076004,0.12456516921520233,0.863035261631012,1.0,1.0,3d-printing-revolution,Excellently framed course,5,en,Excellently framed course,excellently framed course,"['excellently', 'framed', 'course']","['excellently', 'framed', 'course']","['excel', 'frame', 'cours']","['excellently', 'frame', 'course']"
134,0.0,0.814,0.186,0.6597,0.003959806635975838,0.04027256742119789,0.9557676315307617,1.0,1.0,3d-printing-revolution,"I like the fact that so many leaders of 3D printing came from diverse backgrounds. And they share an infectious spirit of learning and pushing the boundaries of software, hardware and materials science.",5,en,"I like the fact that so many leaders of 3D printing came from diverse backgrounds. And they share an infectious spirit of learning and pushing the boundaries of software, hardware and materials science.",i like the fact that so many leaders of d printing came from diverse backgrounds and they share an infectious spirit of learning and pushing the boundaries of software hardware and materials science,"['i', 'like', 'the', 'fact', 'that', 'so', 'many', 'leaders', 'of', 'd', 'printing', 'came', 'from', 'diverse', 'backgrounds', 'and', 'they', 'share', 'an', 'infectious', 'spirit', 'of', 'learning', 'and', 'pushing', 'the', 'boundaries', 'of', 'software', 'hardware', 'and', 'materials', 'science']","['like', 'fact', 'many', 'leaders', 'printing', 'came', 'diverse', 'backgrounds', 'share', 'infectious', 'spirit', 'learning', 'pushing', 'boundaries', 'software', 'hardware', 'materials', 'science']","['like', 'fact', 'mani', 'leader', 'print', 'came', 'divers', 'background', 'share', 'infecti', 'spirit', 'learn', 'push', 'boundari', 'softwar', 'hardwar', 'materi', 'scienc']","['like', 'fact', 'many', 'leader', 'printing', 'come', 'diverse', 'background', 'share', 'infectious', 'spirit', 'learn', 'push', 'boundary', 'software', 'hardware', 'material', 'science']"
135,0.0,0.549,0.451,0.6249,0.006028502248227596,0.07038136571645737,0.9235901236534119,1.0,1.0,3d-printing-revolution,Great overview and introduction to 3D printing,5,en,Great overview and introduction to 3D printing,great overview and introduction to d printing,"['great', 'overview', 'and', 'introduction', 'to', 'd', 'printing']","['great', 'overview', 'introduction', 'printing']","['great', 'overview', 'introduct', 'print']","['great', 'overview', 'introduction', 'printing']"
136,0.0,0.794,0.206,0.6901,0.0026816062163561583,0.036163080483675,0.9611552953720093,1.0,1.0,3d-printing-revolution,"So great! If you want to overview the current situation of 3D printing technology and develop so business on 3D printing, you have to watch this",5,en,"So great! If you want to overview the current situation of 3D printing technology and develop so business on 3D printing, you have to watch this",so great if you want to overview the current situation of d printing technology and develop so business on d printing you have to watch this,"['so', 'great', 'if', 'you', 'want', 'to', 'overview', 'the', 'current', 'situation', 'of', 'd', 'printing', 'technology', 'and', 'develop', 'so', 'business', 'on', 'd', 'printing', 'you', 'have', 'to', 'watch', 'this']","['great', 'want', 'overview', 'current', 'situation', 'printing', 'technology', 'develop', 'business', 'printing', 'watch']","['great', 'want', 'overview', 'current', 'situat', 'print', 'technolog', 'develop', 'busi', 'print', 'watch']","['great', 'want', 'overview', 'current', 'situation', 'printing', 'technology', 'develop', 'business', 'printing', 'watch']"
137,0.0,0.709,0.291,0.6249,0.011338901706039906,0.10161939263343811,0.8870416879653931,1.0,1.0,3d-printing-revolution,I thought this was a great high-level intro to the world of 3D printing.,5,en,I thought this was a great high-level intro to the world of 3D printing.,i thought this was a great highlevel intro to the world of d printing,"['i', 'thought', 'this', 'was', 'a', 'great', 'highlevel', 'intro', 'to', 'the', 'world', 'of', 'd', 'printing']","['thought', 'great', 'highlevel', 'intro', 'world', 'printing']","['thought', 'great', 'highlevel', 'intro', 'world', 'print']","['thought', 'great', 'highlevel', 'intro', 'world', 'printing']"
138,0.0,0.588,0.412,0.4939,0.008335171267390251,0.42777812480926514,0.5638867020606995,1.0,1.0,3d-printing-revolution,Got new prospects and vision of 3D printing tech,5,en,Got new prospects and vision of 3D printing tech,got new prospects and vision of d printing tech,"['got', 'new', 'prospects', 'and', 'vision', 'of', 'd', 'printing', 'tech']","['got', 'new', 'prospects', 'vision', 'printing', 'tech']","['got', 'new', 'prospect', 'vision', 'print', 'tech']","['get', 'new', 'prospect', 'vision', 'printing', 'tech']"
139,0.0,0.505,0.495,0.9618,0.0035307705402374268,0.007554734591394663,0.9889145493507385,1.0,1.0,3d-printing-revolution,"This was a great course, great implementation and motivation was provided which has definitely increased my enthusiasm and i am really looking forward to other courses to increase my skills.",5,en,"This was a great course, great implementation and motivation was provided which has definitely increased my enthusiasm and i am really looking forward to other courses to increase my skills.",this was a great course great implementation and motivation was provided which has definitely increased my enthusiasm and i am really looking forward to other courses to increase my skills,"['this', 'was', 'a', 'great', 'course', 'great', 'implementation', 'and', 'motivation', 'was', 'provided', 'which', 'has', 'definitely', 'increased', 'my', 'enthusiasm', 'and', 'i', 'am', 'really', 'looking', 'forward', 'to', 'other', 'courses', 'to', 'increase', 'my', 'skills']","['great', 'course', 'great', 'implementation', 'motivation', 'provided', 'definitely', 'increased', 'enthusiasm', 'really', 'looking', 'forward', 'courses', 'increase', 'skills']","['great', 'cours', 'great', 'implement', 'motiv', 'provid', 'definit', 'increas', 'enthusiasm', 'realli', 'look', 'forward', 'cours', 'increas', 'skill']","['great', 'course', 'great', 'implementation', 'motivation', 'provide', 'definitely', 'increase', 'enthusiasm', 'really', 'look', 'forward', 'course', 'increase', 'skill']"
140,0.0,0.543,0.457,0.9742,0.0032905908301472664,0.010771657340228558,0.985937774181366,1.0,1.0,3d-printing-revolution,Excellent course. Very well presented. I enjoyed not only the instruction sessions but also the interviews with other specialists in this fascinating field. A great course to inspire one to continue pursuing this as a career.,5,en,Excellent course. Very well presented. I enjoyed not only the instruction sessions but also the interviews with other specialists in this fascinating field. A great course to inspire one to continue pursuing this as a career.,excellent course very well presented i enjoyed not only the instruction sessions but also the interviews with other specialists in this fascinating field a great course to inspire one to continue pursuing this as a career,"['excellent', 'course', 'very', 'well', 'presented', 'i', 'enjoyed', 'not', 'only', 'the', 'instruction', 'sessions', 'but', 'also', 'the', 'interviews', 'with', 'other', 'specialists', 'in', 'this', 'fascinating', 'field', 'a', 'great', 'course', 'to', 'inspire', 'one', 'to', 'continue', 'pursuing', 'this', 'as', 'a', 'career']","['excellent', 'course', 'well', 'presented', 'enjoyed', 'instruction', 'sessions', 'also', 'interviews', 'specialists', 'fascinating', 'field', 'great', 'course', 'inspire', 'one', 'continue', 'pursuing', 'career']","['excel', 'cours', 'well', 'present', 'enjoy', 'instruct', 'session', 'also', 'interview', 'specialist', 'fascin', 'field', 'great', 'cours', 'inspir', 'one', 'continu', 'pursu', 'career']","['excellent', 'course', 'well', 'present', 'enjoy', 'instruction', 'session', 'also', 'interview', 'specialist', 'fascinate', 'field', 'great', 'course', 'inspire', 'one', 'continue', 'pursue', 'career']"
141,0.0,0.794,0.206,0.6361,0.0030503440648317337,0.01078006811439991,0.9861695766448975,1.0,1.0,3d-printing-revolution,Very informative an approachable course. I really like the way Aric presents the information. I am excited to complete the rest of the Specialization.,5,en,Very informative an approachable course. I really like the way Aric presents the information. I am excited to complete the rest of the Specialization.,very informative an approachable course i really like the way aric presents the information i am excited to complete the rest of the specialization,"['very', 'informative', 'an', 'approachable', 'course', 'i', 'really', 'like', 'the', 'way', 'aric', 'presents', 'the', 'information', 'i', 'am', 'excited', 'to', 'complete', 'the', 'rest', 'of', 'the', 'specialization']","['informative', 'approachable', 'course', 'really', 'like', 'way', 'aric', 'presents', 'information', 'excited', 'complete', 'rest', 'specialization']","['inform', 'approach', 'cours', 'realli', 'like', 'way', 'aric', 'present', 'inform', 'excit', 'complet', 'rest', 'special']","['informative', 'approachable', 'course', 'really', 'like', 'way', 'aric', 'present', 'information', 'excite', 'complete', 'rest', 'specialization']"
142,0.0,0.238,0.762,0.4927,0.01857622340321541,0.09295237809419632,0.8884714245796204,1.0,1.0,3d-printing-revolution,very good!,5,en,very good!,very good,"['very', 'good']",['good'],['good'],['good']
143,0.0,0.256,0.744,0.4404,0.02626059390604496,0.16200734674930573,0.8117320537567139,1.0,1.0,3d-printing-revolution,good introduction!!!,4,en,good introduction!!!,good introduction,"['good', 'introduction']","['good', 'introduction']","['good', 'introduct']","['good', 'introduction']"
144,0.0,0.488,0.512,0.6369,0.0025433560367673635,0.031188813969492912,0.9662678837776184,1.0,1.0,3d-printing-revolution,The best course for beginners.,5,en,The best course for beginners.,the best course for beginners,"['the', 'best', 'course', 'for', 'beginners']","['best', 'course', 'beginners']","['best', 'cours', 'beginn']","['best', 'course', 'beginner']"
145,0.0,0.884,0.116,0.4404,0.003599426243454218,0.06719148904085159,0.9292091131210327,1.0,1.0,3d-printing-revolution,Thanks for the course! It has opened me to the world of 3D printing - on when did it start and where it is now. :),4,en,Thanks for the course! It has opened me to the world of 3D printing - on when did it start and where it is now. :),thanks for the course it has opened me to the world of d printing  on when did it start and where it is now ,"['thanks', 'for', 'the', 'course', 'it', 'has', 'opened', 'me', 'to', 'the', 'world', 'of', 'd', 'printing', 'on', 'when', 'did', 'it', 'start', 'and', 'where', 'it', 'is', 'now']","['thanks', 'course', 'opened', 'world', 'printing', 'start']","['thank', 'cours', 'open', 'world', 'print', 'start']","['thanks', 'course', 'open', 'world', 'printing', 'start']"
146,0.0,0.692,0.308,0.9422,0.0026309355162084103,0.01537527795881033,0.9819937348365784,1.0,1.0,3d-printing-revolution,This was a great course! Aric Rindfleisch encourages enthusiasm on this new techology revolution. It gave me the fundamental basics on the matter. Furthermore now I am more interested on 3D printing than I was before starting the course. I surely follow the following Illinois University courses on 3D Printing!,5,en,This was a great course! Aric Rindfleisch encourages enthusiasm on this new techology revolution. It gave me the fundamental basics on the matter. Furthermore now I am more interested on 3D printing than I was before starting the course. I surely follow the following Illinois University courses on 3D Printing!,this was a great course aric rindfleisch encourages enthusiasm on this new techology revolution it gave me the fundamental basics on the matter furthermore now i am more interested on d printing than i was before starting the course i surely follow the following illinois university courses on d printing,"['this', 'was', 'a', 'great', 'course', 'aric', 'rindfleisch', 'encourages', 'enthusiasm', 'on', 'this', 'new', 'techology', 'revolution', 'it', 'gave', 'me', 'the', 'fundamental', 'basics', 'on', 'the', 'matter', 'furthermore', 'now', 'i', 'am', 'more', 'interested', 'on', 'd', 'printing', 'than', 'i', 'was', 'before', 'starting', 'the', 'course', 'i', 'surely', 'follow', 'the', 'following', 'illinois', 'university', 'courses', 'on', 'd', 'printing']","['great', 'course', 'aric', 'rindfleisch', 'encourages', 'enthusiasm', 'new', 'techology', 'revolution', 'gave', 'fundamental', 'basics', 'matter', 'furthermore', 'interested', 'printing', 'starting', 'course', 'surely', 'follow', 'following', 'illinois', 'university', 'courses', 'printing']","['great', 'cours', 'aric', 'rindfleisch', 'encourag', 'enthusiasm', 'new', 'techolog', 'revolut', 'gave', 'fundament', 'basic', 'matter', 'furthermor', 'interest', 'print', 'start', 'cours', 'sure', 'follow', 'follow', 'illinoi', 'univers', 'cours', 'print']","['great', 'course', 'aric', 'rindfleisch', 'encourages', 'enthusiasm', 'new', 'techology', 'revolution', 'give', 'fundamental', 'basic', 'matter', 'furthermore', 'interested', 'printing', 'start', 'course', 'surely', 'follow', 'follow', 'illinois', 'university', 'course', 'printing']"
147,0.0,0.745,0.255,0.6249,0.005022949073463678,0.05377732589840889,0.9411997199058533,1.0,1.0,3d-printing-revolution,"Great intro to 3D printing and the many, many ways it can be used.",5,en,"Great intro to 3D printing and the many, many ways it can be used.",great intro to d printing and the many many ways it can be used,"['great', 'intro', 'to', 'd', 'printing', 'and', 'the', 'many', 'many', 'ways', 'it', 'can', 'be', 'used']","['great', 'intro', 'printing', 'many', 'many', 'ways', 'used']","['great', 'intro', 'print', 'mani', 'mani', 'way', 'use']","['great', 'intro', 'printing', 'many', 'many', 'way', 'use']"
148,0.0,0.58,0.42,0.4404,0.005187199916690588,0.032067690044641495,0.9627451300621033,1.0,1.0,3d-printing-revolution,Good experience to start with,4,en,Good experience to start with,good experience to start with,"['good', 'experience', 'to', 'start', 'with']","['good', 'experience', 'start']","['good', 'experi', 'start']","['good', 'experience', 'start']"
149,0.0,0.714,0.286,0.4215,0.020037317648530006,0.5780964493751526,0.40186628699302673,0.0,1.0,3d-printing-revolution,Gives a nice over view about what is 3d printing.,5,en,Gives a nice over view about what is 3d printing.,gives a nice over view about what is d printing,"['gives', 'a', 'nice', 'over', 'view', 'about', 'what', 'is', 'd', 'printing']","['gives', 'nice', 'view', 'printing']","['give', 'nice', 'view', 'print']","['give', 'nice', 'view', 'printing']"
150,0.0,1.0,0.0,0.0,0.04117962718009949,0.8112374544143677,0.1475829929113388,0.0,0.0,3d-printing-revolution,This course change me the views on 3D printing and their revolution.,5,en,This course change me the views on 3D printing and their revolution.,this course change me the views on d printing and their revolution,"['this', 'course', 'change', 'me', 'the', 'views', 'on', 'd', 'printing', 'and', 'their', 'revolution']","['course', 'change', 'views', 'printing', 'revolution']","['cours', 'chang', 'view', 'print', 'revolut']","['course', 'change', 'view', 'printing', 'revolution']"
151,0.0,0.549,0.451,0.6249,0.005484641995280981,0.06254668533802032,0.9319686889648438,1.0,1.0,3d-printing-revolution,Have got a great insight towards 3D Printing.,5,en,Have got a great insight towards 3D Printing.,have got a great insight towards d printing,"['have', 'got', 'a', 'great', 'insight', 'towards', 'd', 'printing']","['got', 'great', 'insight', 'towards', 'printing']","['got', 'great', 'insight', 'toward', 'print']","['get', 'great', 'insight', 'towards', 'printing']"
152,0.0,0.605,0.395,0.8685,0.0027514572720974684,0.009480487555265427,0.9877679944038391,1.0,1.0,3d-printing-revolution,Excelent! Lots of information and really interesting interviews. Plus Aric Rindfleisch is extremely clear in the lectures. Congratulations.,5,en,Excelent! Lots of information and really interesting interviews. Plus Aric Rindfleisch is extremely clear in the lectures. Congratulations.,excelent lots of information and really interesting interviews plus aric rindfleisch is extremely clear in the lectures congratulations,"['excelent', 'lots', 'of', 'information', 'and', 'really', 'interesting', 'interviews', 'plus', 'aric', 'rindfleisch', 'is', 'extremely', 'clear', 'in', 'the', 'lectures', 'congratulations']","['excelent', 'lots', 'information', 'really', 'interesting', 'interviews', 'plus', 'aric', 'rindfleisch', 'extremely', 'clear', 'lectures', 'congratulations']","['excel', 'lot', 'inform', 'realli', 'interest', 'interview', 'plu', 'aric', 'rindfleisch', 'extrem', 'clear', 'lectur', 'congratul']","['excelent', 'lot', 'information', 'really', 'interest', 'interview', 'plus', 'aric', 'rindfleisch', 'extremely', 'clear', 'lecture', 'congratulation']"
153,0.0,0.397,0.603,0.9406,0.0020964182913303375,0.00878041423857212,0.9891231656074524,1.0,1.0,3d-printing-revolution,"Wow ! Learning is so easy here, bring your innovation to reality , please join this course , Highly recommended !!!!",5,en,"Wow ! Learning is so easy here, bring your innovation to reality , please join this course , Highly recommended !!!!",wow  learning is so easy here bring your innovation to reality  please join this course  highly recommended ,"['wow', 'learning', 'is', 'so', 'easy', 'here', 'bring', 'your', 'innovation', 'to', 'reality', 'please', 'join', 'this', 'course', 'highly', 'recommended']","['wow', 'learning', 'easy', 'bring', 'innovation', 'reality', 'please', 'join', 'course', 'highly', 'recommended']","['wow', 'learn', 'easi', 'bring', 'innov', 'realiti', 'pleas', 'join', 'cours', 'highli', 'recommend']","['wow', 'learn', 'easy', 'bring', 'innovation', 'reality', 'please', 'join', 'course', 'highly', 'recommend']"
154,0.0,0.857,0.143,0.7906,0.002306122099980712,0.07318153977394104,0.9245123267173767,1.0,1.0,3d-printing-revolution,"This is a great introduction to 3D printing. It covers the basics of different 3D printing technologies, from desktop to industrial hardware. It shows the resources and services available to utilise 3D printing effectively. It provides interviews with entrepreneurs and others in industry which are using this technology.",5,en,"This is a great introduction to 3D printing. It covers the basics of different 3D printing technologies, from desktop to industrial hardware. It shows the resources and services available to utilise 3D printing effectively. It provides interviews with entrepreneurs and others in industry which are using this technology.",this is a great introduction to d printing it covers the basics of different d printing technologies from desktop to industrial hardware it shows the resources and services available to utilise d printing effectively it provides interviews with entrepreneurs and others in industry which are using this technology,"['this', 'is', 'a', 'great', 'introduction', 'to', 'd', 'printing', 'it', 'covers', 'the', 'basics', 'of', 'different', 'd', 'printing', 'technologies', 'from', 'desktop', 'to', 'industrial', 'hardware', 'it', 'shows', 'the', 'resources', 'and', 'services', 'available', 'to', 'utilise', 'd', 'printing', 'effectively', 'it', 'provides', 'interviews', 'with', 'entrepreneurs', 'and', 'others', 'in', 'industry', 'which', 'are', 'using', 'this', 'technology']","['great', 'introduction', 'printing', 'covers', 'basics', 'different', 'printing', 'technologies', 'desktop', 'industrial', 'hardware', 'shows', 'resources', 'services', 'available', 'utilise', 'printing', 'effectively', 'provides', 'interviews', 'entrepreneurs', 'others', 'industry', 'using', 'technology']","['great', 'introduct', 'print', 'cover', 'basic', 'differ', 'print', 'technolog', 'desktop', 'industri', 'hardwar', 'show', 'resourc', 'servic', 'avail', 'utilis', 'print', 'effect', 'provid', 'interview', 'entrepreneur', 'other', 'industri', 'use', 'technolog']","['great', 'introduction', 'printing', 'cover', 'basic', 'different', 'printing', 'technology', 'desktop', 'industrial', 'hardware', 'show', 'resource', 'service', 'available', 'utilise', 'printing', 'effectively', 'provide', 'interview', 'entrepreneur', 'others', 'industry', 'use', 'technology']"
155,0.0,0.743,0.257,0.8519,0.35839876532554626,0.4821224808692932,0.15947875380516052,0.0,1.0,3d-printing-revolution,This course doesn't contain any new information. It does not teach you but just excitedly shows commonly known facts.There are better ways to invest your time.,1,en,This course doesn't contain any new information. It does not teach you but just excitedly shows commonly known facts.There are better ways to invest your time.,this course doesnt contain any new information it does not teach you but just excitedly shows commonly known factsthere are better ways to invest your time,"['this', 'course', 'doesnt', 'contain', 'any', 'new', 'information', 'it', 'does', 'not', 'teach', 'you', 'but', 'just', 'excitedly', 'shows', 'commonly', 'known', 'factsthere', 'are', 'better', 'ways', 'to', 'invest', 'your', 'time']","['course', 'doesnt', 'contain', 'new', 'information', 'teach', 'excitedly', 'shows', 'commonly', 'known', 'factsthere', 'better', 'ways', 'invest', 'time']","['cours', 'doesnt', 'contain', 'new', 'inform', 'teach', 'excitedli', 'show', 'commonli', 'known', 'factsther', 'better', 'way', 'invest', 'time']","['course', 'doesnt', 'contain', 'new', 'information', 'teach', 'excitedly', 'show', 'commonly', 'know', 'factsthere', 'well', 'way', 'invest', 'time']"
